# Community_BERN5_ID	Community_Name	community_Synonyme	Naturalness level	use_type_Text	EUNIS_Code	Natura2000	Sources_plots	account_plots
2822	Crataego-Prunetum spinosae HUECK 1931	Crataego-Prunetum spinosae Hueck 1931 nom. invers. propos.	natural woody shrubland	unusable	S351211	40A0	Willner et Grabherr (2007) Vol 1 p. 71 et Table 4/12 (also Soó 1964b p. 284; Fink 1977 p. 264; in Berg et al. 2004 Text Vol. S. 452; Chytry et al. 2013 tab. 3/8 p.81+109; Schubert 2001 p. 152; Donita et al. 2005 p. 100; Oprea 2004 tab. 9 p. 73)	313
2823	Vaccinio-Juniperetum communis PASSARGE et HOFMANN 1968	Dicrano-Juniperetum communis BARKM. 1968 in WESTH. et DEN HELD 1969	natural woody shrubland	unusable	S312	5130	Passarge et Hofmann (1968) Table 43 a-b (also Schubert, Hilbig, Klotz (1995) p. 113; Westhoff 1969 p. 254 and Schaminée et al. 2010 p. 376)	41
2824	Urtico-Salicetum cinerae SOMSAK 1963		natural woody shrubland	unusable	S9212	91D0*	Passarge et Hofmann (1968) Table 39 e-f (also: Schubert 2001 p. 114)	27
2825	Molinio-Rhamnetum frangulae PASSARGE 1955		natural woody shrubland	unusable	S351	9190	Passarge et Hofmann (1968) Table 42 a-c	11
2826	Agrostio-Rhamnetum frangulae PASSARGE 1955	Frangulo-Rubetum plicati Oberdorfer 1983	natural woody shrubland	unusable	S351	9190	Passarge et Hofmann (1968) Table 42 f (also: Schubert 2001 p. 106)	32
2827	Prunetum mahaleb NEVOLE 1931 ex TH. MÜLLER 1986	Violo hirtae-Cornetum maris Hilbig et Klotz in Rauschert 1990	natural woody shrubland	unusable	S35122	40A0	Oberdorfer (1992) Vol IV, Table 275/2 and Text Vol. p. 86 (also Knapp 1969 p. 8; Chytry et al. 2013 tab. 3/4 p. 81+96; Schubert 2001 p. 149)	92
2828	Senecioni fuchsii-Sambucetum racemosae NOIRFALISE ex OBERDORFER 1957		natural woody shrubland	unusable	S3571		Chytry et al. 2013 tab. 4/3 p. 151+118 (also Soó 1964b p. 230; Willner et Grabherr 2007 tab. 8/1; Oberdorfer et Hofmann 1967 Tab. 11/73 p. 134)	34
2829	Salicetum capreae SCHREIER 1955		natural woody shrubland	unusable	S3571		Chytry et al. 2013 tab. 4/5 p. 151+123 (also: Richter 1966 Tab. p. 135; Schubert 2001 p. 127; Donita et al. 2005 p. 271; Oberdorfer et Hofmann 1967 Tab. 11/71 p.134)	37
2830	Sambucetum nigrae FIJALKOWSKI 1967		natural woody shrubland	unusable	S3571		Chytry et al. 2013 tab. 4/7 p. 151+129 (also: Fink 1977 p. 273; Schubert 2001 p. 130; Donita et al. 2005 p. 99)	129
2831	Irido-Salicetum albae PASSARGE et HOFMANN 1968		natural forest	unusable	T1111	92A0	Passarge et Hofmann 1968 Table 39a (also Schaminée et al. 2010 p. 365; Hofmann et Pommer 2013 p. 184)	111
2832	Salicetum cantabricae RIVAS-MARTÍNEZ et al. 1984		natural woody shrubland	unusable	S9125		Rivas-Martinez et al. 1984 Tab. 50 p. 172	8
2833	Avenello ibericae-Juniperetum nanae RIVAS-MARTÍNEZ, FERNANDEZ-GONZALEZ, SANCHES-MATA et SARDINERO 2002		natural shrubland	unusable	S2311	9560	Rivas-Martinez et al. 2002 Tab. 12 p. 51	10
2834	Laserpitio eliasii-Coryletum avellanae PUENTE, LOPEZ, PENAS et SALEGUI 2002		natural shrubland	unusable	S37	40A0	Rivas-Martinez et al. 2002 Tab. 15 p. 59	7
2835	Coremato albi-Juniperetum macrocarpae CRESPO, DE LA TORRE, ALCARAZ, COSTA et SOLANAS 2002		natural shrubland	unusable	S51312	9560	Rivas-Martinez 2002 Tab. 29 p. 83	5
2836	Rhamno catharticae-Ribesetum alpini L. HERRERO, M.E. GARCíA, T.E. DíAZ, PENAS et F. SALEGUI 2002		natural shrubland	unusable	S3553		Rivas-Martinez 2002 Tab. 82 p. 186	5
2837	Sambuco racemosae-Prunetum padi RIVAS-MARTíNEZ, COSTA et P. SORIANO 2002		natural shrubland	unusable	S3553		Rivas-Martinez 2002 Tab. 85 p. 197	4
2838	Suaedo braun-blanquetii-Tamaricetum canariensis RIVAS-MARTíNEZ, CANTÓ et SÁNCHEZ-MATA 2002		semi-)aquatic community	unusable	S94/S66	92D0	Rivas-Martinez 2002 Tab. 93 p. 212	6
2839	Alno incanae-Syringetum josikaeae (BORZA 1965) RABIU et al. 1984		natural shrubland	unusable	T11214	40A0	Donita et al. 2005 p.267 (also Onete et al. 2025 Tab.1 p. 866)	8
2840	Calamagrostio-Tamaricetum ramosissimae SIMON et DIHORI (1962) 1963		natural shrubland	unusable	S93141	92D0	Oprea 2004 tab. 3 p. 59  (also Donita et al. 2005 p.278)	13
2841	Juniperetum sabinae CSÜRÖS 1958		natural shrubland	unusable	S23125	9560	Donita et al. 2005 p.94 (also Exner et Willner 2004 tab.1/Js p. 34)	21
2842	Cariceto humilis-Sorbetum dacicae GERGELY 1962		natural shrubland	unusable	S2531	40A0	Donita et al. 2005 p.104	7
2843	Spireetum crenatae MORARIU et ULARU 1981		natural shrubland	unusable	S35714	40C0	Donita et al. 2005 p. 96 (also Fink 1977 p. 2004)	8
2844	Euonymo-Prunetum spinosae (HUECK 1931) TÜXEN 1952		natural shrubland	unusable	S351211	40A0	Passarge et Hofmann (1968) Table 40 f-h (also: Donita et al. 2005 p. 99)	75
2845	Paliuretum spinae-christi (BORZA 1931) DIHORU (1969) 1970		natural shrubland	unusable	S35733	40C0	Donita et al. 2005 p. 107 (also: Sanda et al. 2008 p.426)	5
2846	Calamagrostio-Salicetum cinereae SOÓ et ZÓLYOMI 1934	Salicetum cinereae Zólyomi 1934	natural shrubland	unusable	S9213		Donita et al. 2005 p. 275 (also: Oprea et Sirbu 2009 Tab. 2 + p. 75)	15
2847	Salici cinereae-Sphagnetum recurvi (ZÓLYOMI 1931) SOÓ 1954		natural shrubland	unusable	S922		Donita et al. 2005 p. 276	5
2848	Rubo ulmifolii-Crataegetum brevispinae O. BOLÓS 1962		natural woody shrubland	unusable	S356	40A0	Minissale et Spampinato 1985 tab. 9	4
2849	Euphorbietum dendroidis GUINOCHET 1944		natural woody shrubland	unusable	S51K	5330	Brullo et Marcenò 1985 tab. 19	20
2850	Chamaeropo humilis-Sarcopoterietum spinosi BARBAGALLO, BRULLO et FAGOTTO 1979		natural woody shrubland	unusable	S51J3	5330	Barbagallo et al. 1979 tab. 3	22
2851	Vaccinio-Juniperetum nanae RIVAS-MARTINEZ 1964		natural shrubland	unusable	S2311		Rivas-Martinez 1964 p. 377	7
2852	Salicetum salviifolio-purpureae RIVAS-MARTINEZ 1964	Salicetum salviejuliae (V. et P. Allorge 1949) Oberd. et Tx. 1948; Salicetum lambertiano-salviifoliae Rivas-Martínez 1964 corr.	natural shrubland	unusable	S9126		Rivas-Martinez 1964 p. 391 (also Loidi et al. 1997 Tab. 15/1-3 + p. 275)	8
2853	Rhamno (oleoidis)-Juniperetum macrocarpae RIVAS-MARTINEZ 1964		natural shrubland	unusable	N1B21		Rivas-Martinez 1964 p. 399 (also Gehu et al. 1990 Tab. 1/1 p. 308)	8
2854	Rubeto-Nerietum oleandri BOLÒS 1956	Rubo ulmifolii-Nerietum oleandri Alcaraz, Ríos et Sánchez Gómez 1987	natural shrubland	unusable	S93		Bolòs 1956 Tab. XXVII p. 236 (also 8 sources cited in Garelleti et al. 2012 p. 276)	49
2855	Vinceto-Viticetum agni-casti BOLÒS 1956	Vinco-Viticetum agnicasti O. Bolòs 1956	natural shrubland	unusable	S93		Bolòs 1956 Tab. XXVIII p. 238	4
2856	Polysticheto-Coryletum BOLÒS 1956	Polysticho-Coryletum BOLÒS 1956	natural shrubland	unusable	S37		Bolòs 1956 Tab. XXIX p. 240 (also Ninot et al. 2007 Tab. 4/14)	16
3001	Caricetum paniculatae WANGERIN 1916	Caricetum paniculatae Wangerin ex von Rochow 1951	natural moorland	Mowing twice, subsequent grazing	Q5316	7140	Oberdorfer (1998) Vol I, Table 37/3 (also Eggler 1958 Tab. 5/7-8; Pott 1980 Tab. 30 p. 132; Schmidt 8.2,Ob.307/7Ba; Soó 1964b p. 147; Böcker 1978 Tab. 7/2-4 p. 61; Pujol et al. 2023 p. 141; Chytry et al. 2011 tab. 12/9 p. 549+555; Schubert 2001 p. 327; Mo	114
3002	Allio montani-Veronicetum vernae OBERDORFER 1957 em. KORNECK 1975	Festuco-Veronicetum vernae Oberd. ex Moravec 1967	semi-natural grassland	Mowing twice, subsequent grazing	R12	8230	Korneck 1975 Tab. 15 + p. 67 (Oberdorfer (1993) Vol II, Table 83/11)	6
3003	Allio-Stipetum capillatae (KNAPP 1944) KORNECK 1974	Allio-Stipetum capillatae Korneck 1974	semi-natural grassland	Mowing twice, subsequent grazing	R1B121	6240*	Oberdorfer (1993) Vol II, Table 94/1c/2 (also Riemenschneider 1956 Tab. 1; Soó 1964b p. 200)	27
3004	Gentiano vernae-Brometum KUHN 1937	included in Brometum Scherrer 1925	semi-natural grassland	Mowing twice, subsequent grazing	R1A32	6210	Oberdorfer (1993) Vol II, Table 98/5b	14
3005	Genistello-Phleetum phleoides KORNECK 1974		semi-natural grassland	Mowing twice, subsequent grazing	R1M21	6210	Oberdorfer (1993) Vol II, Table 103/10a	20
3006	Helianthemo-Xerobrometum SCHUBERT 1974	included in Trinio-Caricetum humilis Volk in Br.-Bl. et Moor 1938	semi-natural grassland	Mowing twice, subsequent grazing	R1A426	6210	Knapp 1944a Vol. 2Tab. 2/1-5 (also: Schubert 1974b Tab. 1/5 + p. 24; Oberdorfer 1993 Vol II Table 106/14a/2; Pujol et al. 2023 p. 189)	35
3007	Leontodonto-Xerobrometum VOLK 1938		semi-natural grassland	Mowing twice, subsequent grazing	R1A426	6210	Oberdorfer (1993) Vol II, Table 107/15a	60
3008	Teucrio montani-Seslerietum variae VOLK 1937		semi-natural grassland	Mowing twice, subsequent grazing	R1A426	6210	Volk (1937) Table 3 (also Oberdorfer (1993) Vol II, Table 109/16a; Becker 1998 Tab. 8/1-36 + p. 190; Schubert 2001 p. 409)	357
3009	Caricetum firmae (KERNER 1863) BRAUN-BLANQUET 1926	Caricetum firmae Rübel 1911	semi-natural grassland	Mowing twice, subsequent grazing	R44331	6170	Zöttl 1951 p. 24 Tab. V (also: Höpflinger 1957 Tab. 10; Heiselmayer 1982 Tab. 7 p. 178+177; Haderlapp 1982 Veg.Tab. C1-2, 44-52 + p. 27; Oberdorfer (1993) Vol II, Table 111/2)	151
3010	Seslerio-Caricetum sempervirentis BEGER 1922 em. BRAUN-BLANQUET 1926	Seslerio-Caricetum sempervirentis Br.-Bl. in Br.-Bl. et Jenny 1926	semi-natural grassland	Mowing twice, subsequent grazing	R44311	6170	Frey 1921 Tab. IV/1-9 (also Höpflinger 1957 Tab. 11; Meyer et al. 1967 Tab. 2/VII + p. 28; Heiselmayer 1982 Tab. 7 p. 178+181; Haderlapp 1982 Veg.Tab. D3-7, 74-92 + p. 38; Oberdorfer (1993) Vol II, Table 111/3b: Dullinger et al. 2001)	152
3011	Caricetum ferrugineae LÜDI 1921		semi-natural grassland	Mowing twice, subsequent grazing	R4413	6170	Besler et Bornkamm 1982 Tab. 3/1-14 + p. 147 (also Heiselmayer 1982 Tab. 7 p. 178+185; Oberdorfer (1993) Vol II, Table 111/7a; Dullinger et al. 2001 p. 100)	54
3012	Trinio glaucae-Caricetum humilis VOLK in BRAUN-BLANQUET et MOOR 1938		semi-natural grassland	Mowing twice, subsequent grazing	R1A426	6210	Volk (1937) Table 2 (also Oberdorfer (1993) Vol II, Table 106/14a/3; Becker 1998 Tab. 6 + p. 180; Schubert 2001 p. 408)	145
3013	Xerobrometum erecti BRAUN-BLANQUET 1915 em. 1931	Xerobrometum Br.-Bl. 1931 nom. illegit.	semi-natural grassland	Weakly grazed	R1A426	6210	Schwarz 1941 Tab. VII/1-6 + p. 55 (also: Knapp 1944a Vol. 2 Tab. 3, 1969 Tab. 2; Oberdorfer (1993) Vol II, Table 105/13b; Soó 1964b p. 194; Pujol et al. 2023 p. 189)	94
3014	Aveno-Seslerietum argentae BRAUN-BLANQUET 1967		semi-natural grassland	Mowing twice, subsequent grazing	R1A32K		Braun-Blanquet 1967 Tab. 22	6
3015	Antennarietum hibernicae BRAUN-BLANQUET et TÜXEN 1951		semi-natural grassland	Mowing twice, subsequent grazing	R1A4	6210	Braun-Blanquet et Tüxen 1951 Tab. 39 + p. 319	10
3016	Camptothecio-Asperuletum cynanchicae BRAUN-BLANQUET et TÜXEN 1951		natural grassland	Weakly grazed	R1A4	6210	Braun-Blanquet et Tüxen 1951 Tab. 40 + p. 326	9
3017	Asperuleto-Dryadetum BRAUN-BLANQUET et TÜXEN 1951		natural grassland	Weakly grazed	R1A4	6170	Braun-Blanquet et Tüxen 1951 Tab. 42 + p. 331	6
3018	Oxytropido pyrenaicae-Elynetum myosuroides RIVAS-MARTÍNEZ et al. 1984		natural grassland	Weakly grazed	R4423	6170	Rivas-Martinez et al. 1984 Tab. 1 p. 70 (also: Gutiérrez Villarías et Homet 1985 Tab.3 p. 34; Nava Fernández 1988 Tab. 14/1-5+7-12 p. 187)	21
3019	Junco trifidi-Oreochloetum blankae RIVAS-MARTÍNEZ et al. 1984		natural grassland	Weakly grazed	R4336	6140	Rivas-Martinez et al. 1984 Tab. 2 p. 72 (also Donita et al. 2005 p. 136)	29
3020	Bromo erecti-Caricetum brevicollis RIVAS-MARTÍNEZ et al. 1984		natural grassland	Weakly grazed	R1A32K	6170	Rivas-Martinez et al. 1984 Tab. 26 p. 130	6
3021	Oreochloo confusae-Festucetum burnatii RIVAS-MARTÍNEZ et al. 1984		natural grassland	Weakly grazed	R1G1		Rivas-Martinez et al. 1984 Tab. 32 p. 141	7
3022	Anthoxantho ovati-Vulpietum geniculatae CANTO 2002		natural grassland	Weakly grazed	R31		Rivas-Martinez et al. 2002 Tab. 4 p. 34+35	7
3023	Armerio transmontanae-Plantaginetum radicatae AGUIAR 2002		natural grassland	Weakly grazed	R243		Rivas-Martinez et al. 2002 Tab. 6 p. 40	8
3024	Festuco pruinosae-Brachypodietum rupestris ARBESÚ, BUENO et F. PRIETO 2002		natural grassland	Weakly grazed	R1A32K	6210	Rivas-Martinez 2002 Tab. 44 p. 109	7
3025	Polytricho-Allietum montani KORNECK 1975		natural grassland	Weakly grazed	R1B1	8220	Korneck 1975 Tab. 8-9 + p. 56	26
3026	Scillo autumnalis-Sedetum albi KORNECK 1975		natural grassland	Weakly grazed	R1A3	8230	Korneck 1975 Tab. 17-20 + p. 71	122
3027	Agropyro-Asteretum linosyridis FERRARI 1971		natural grassland	Weakly grazed	R1A4		Ferrari 1971 Tab. p. 52 (also Zitti et al. 2013 Tab. 12 in Fariselli et al. 2024 Tab. 24.10.1B	55
3028	Arenario-Festucetum indigestae RIVAS GODAY et RIVAS-MARTINEZ 1963 		natural grassland	Weakly grazed	R1G1		Rivas-Martinez 1964 p. 374	5
3081	Pastinaco-Arrhenatheretum elatioris alopeculetosum KNAPP 1954	included in Arrhenatheretum elatioris Braun 1915	semi-natural grassland	Mowing twice, subsequent grazing	R231	6510	Passarge (1964) Table 66a (also: Eggler 1958 Tab. 1)	34
3082	Pastinaco-Arrhenatheretum elatioris typicum KNAPP 1954	included in Arrhenatheretum elatioris Braun 1915	semi-natural grassland	Mowing twice, subsequent grazing	R231	6510	Passarge (1964) Table 66c (also: Eggler 1958 Tab. 2; Chytry et al. 2007 tab. 5/1  p. 182+170)	275
3083	Heracleo-Arrhenatheretum elatioris TÜXEN (1937) 1955 em. PASSARGE 1964	included in Arrhenatheretum elatioris Braun 1915; Dauco-Arrhenatheretum elatioris heracleetosum TX.  1937	semi-natural grassland	Mowing twice, subsequent grazing	R222	6510	Passarge (1964) Table 66d (also Krisch 1967 Tab. 1C + p. 383)	70
3084	Arrhenatheretum medioeuropaeum (BRAUN-BLANQUET 1919) OBERDORFER 1952	included in Arrhenatheretum elatioris Braun 1915; Arrhenatheretum elatioris GÖRS 1966	semi-natural grassland	Mowing twice, subsequent grazing	R222	6510	Klapp (1965) Table 52I p. 159 (also Passarge (1964) Table 66e-i; Oberdorfer (1993) Vol III, Table 234/1; Soó 1964b p. 172; Westhoff 1969 p. 70 and Schaminée et al. 2010 p. 271; Ullmann 1972 p. 34 rel. 1-2; Dierschke et Vogel 1981 Tab. 1/4 + p. 150; Schube	1256
3085	Malvo moschatae-Arrhenatheretum elatioris TÜXEN et OBERDORFER 1958		semi-natural pasture	Mowing twice, subsequent grazing	R2314	6510	Tüxen et Oberdorfer 1958 Tab. 37 p. 106 (also: Allorge 1941 p.315 in Tüxen et Oberdorfer 1958 Tab. 37;  Rivas-Martinez et al. 1984 tab. 28 p. 134)	33
3110	Arrhenatheretum alopecuretosum TÜXEN  1937	included in Arrhenatheretum elatioris Braun 1915; Heracleo-Arrhenatheretum elatioris alopecuretosumTÜXEN (1937) 1955 em. PASSARGE 1964	semi-natural grassland	Mowing twice, subsequent grazing	R231	6510	Tüxen (1937) p. 104 (auch Passarge (1964)  Table 66 b; Oberdorfer (1993) Vol III, Table 1h; Soó 1964b p. 172; Krisch 1967 Tab. 1D + p. 383; Ullmann 1972 p. 34 rel. 3-5; Dierschke et Vogel 1981 Tab. 1/2,3 + p. 149; Pujol et al. 2023 p. 174)	166
3111	Arrhenatheretum brometosum OBERDORFER 1936	Ranunculo bulbosi-Arrhenatheretum elatiorisEllmauer in Mucina et al. 1993	semi-natural grassland	Mowing twice, subsequent grazing	R231	6510	Klapp (1965) Table 52II p. 159 (also Oberdorfer (1993) Vol III, Table 236/1c; Soó 1964b p. 172; Dierschke et Vogel 1981 Tab. 1/6,7 + p. 150; Chytry et al. 2007 tab. 5/2 p. 182+173)	422
3114	Arrhenatheretum salvietosum GÖRS 1966	included in Arrhenatheretum elatioris Braun 1915; Heracleo-Arrhenatheretum elatioris salvietosum TÜXEN (1937) 1955 em. PASSARGE 1964	semi-natural grassland	Mowing twice, subsequent grazing	R231	6510	Görs 1966 tab. 19/1-16 p. 523 (also Knörzer 1960 Tab. 3; Krisch 1967 Tab. 1B + p. 381; Oberdorfer (1993) Vol III, Table 236/1f)	60
3115	Alchemillo-Arrhenatheretum ranunculietosum bulbosi SOUGNEZ et LIMBOURG 1963	included in Arrhenatheretum elatioris Braun 1915	semi-natural grassland	Mowing twice, subsequent grazing	R222	6510	Philippi (n.p.) in Oberdorfer (1993) Vol III,   Table 234/2 (also Schubert 2001 p. 422)	15
3120	Caricetum elatae typicum (KERNER 1858) W. KOCH 1926		natural moorland	unusable	Q531	7230	Passarge (1964) Table 20a/c (also Oberdorfer (1998) Vol I, Table 36/1a; Tüxen (1937) p. 52; Aichinger 1960 Tab. 2 p. 154; Pietsch 1968 Tab. 5 + p. 62; Pott 1980 Tab. 27 p. 128; Bachmann 1982 Tab. 8 + p. 49; Schmidt 8.2,Ob.307/7Ba; Soó 1964b p. 144; Linhar	251
3121	Hyperico-Isolepidetum fluitantis BRAUN-BLANQUET 1967		natural moorland	unusable	Q52235		Braun-Blanquet 1967 Tab. 17 	3
3130	Caricetum gracilis TÜXEN 1937	Caricetum gracilis Almquist 1929	natural moorland	unusable	Q531	7230	Passarge (1964) Table 21g-k (also Oberdorfer (1998) Vol I, Table 40/10a; Tüxen (1937) p. 54; Soó 1964b p. 146; Linhard 1964 Tab. Va-d; Krisch 1967 Tab. IV/158-160 + p. 396; Klemm 1969 Tab. 15/1 p. 53; Pott 1980 Tab. 26/1-29 + p. 126; Pujol et al. 2023 p.1	992
3140	Polygalacto-Festucetum rubrae OBERDORFER 1957		semi-natural grassland	Mowing twice, subsequent grazing	R1M2	6520	Passarge (1964) Table 67 (auch: Klemm 1970 Tab. 20/3 + p. 3; Schubert 2001 p. 426)	21
3141	Trifolio-Festucetum rubrae OBERDORFER 1957	Poa pratensis-Trisetum flavescens-Ass.	semi-natural grassland	Mowing twice, subsequent grazing	R2315	6520	Oberdorfer (1993) Vol III, Table 237/3b (also: Eggler 1933 Tab. 22)	9
3142	Gaudinio-Festucetum pratensis lolietosum BRAUN-BLANQUET 1967		semi-natural grassland	Mowing twice, subsequent grazing	R24	6520	Braun-Blanquet 1967 Tab. 19	21
3143	Loeflingio hispanicae-Malcolmietum patulae RIVAS GODAY 1958		natural grassland	Weakly grazed	R1F		Rodriguez Rojo et al. 2009 Tab. 6 p. 46	30
3150	Caricetum vulpinae NOWINSKI 1927	Caricetum vulpinae Soó 1927	semi-natural grassland	Mowing twice, subsequent grazing	Q425	7230	Passarge (1964) Table 21a-b (also Oberdorfer (1998) Vol I, Table 40/11; Soó 1964b p. 146; Shelyag-Sosonko et al. 1987 tab. 15 p. 156; Chytry et al. 2011 tab. 12/15 p. 549+575; Schubert 2001 p. 333)	123
3170	Agrostietum coarctatae KOBENDZA 1930	Agrostietum caninae Kobendza 1930	natural grassland	extensive grazing	R1Q1	2130	Böhnert et Reichhoff 1978 Tab. 1/5.3-4 p. 108 (also: Dierßen 1973b Tab. 15a-c + p. 42; Jeckel 1974 Tab. 3 + p. 107; Hasse et al. 2002 in Fleischer et Hölzel 2012 p. 99 Tab. 1/6)	28
3171	Violo-Corynephoretum canescentis WESTHAGEN 1947	included p.p. in Corniculario aculeatae-Corynephoretum canescentis Steffen 1931 nom. invers. propos.	semi-natural grassland	Mowing twice, subsequent grazing	R1Q1	2130*	Passarge (1964) Table 79a,b	23
3172	Spergulo-Corynephoretum canescentis TÜXEN 1928	Corniculario-Corynephoretum Steffen 1931;  Spergulo-Corynephoretum Libbert 1933; Ornithopodo-Corynephoretum canescentis Passarge 1960	semi-natural grassland	Recurrent disturbance of soil surface	R1Q1	2330	Tüxen (1937) p. 55 (also Knapp 1944a Vol. 1 Tab. 1/1-5; Hohenester 1969 Tab. 1a p. 40; Passarge (1964) Table 79c-f; Rodi 1974 Tab. 1b + p. 153; Jeckel 1975 p. 103; Oberdorfer 1993 Vol II, Table 79/5a/2; Chytry et al. 2007 tab. 9/1 p. 331+325; Klemm 1970 T	485
3173	Bromo tectorum-Phleetum arenarii KORNECK 1974		semi-natural pasture	extensive grazing	R1Q1	6120*	Oberdorfer (1993) Vol II, Table 80/6a, 6b	57
3174	Sileno conicae-Cerastietum semidecandri KORNECK 1974		semi-natural grassland	unusable	R1Q1	6120*	Oberdorfer (1993) Vol II, Table 80/7a-7c	27
3175	Festuco vaginatae-Corynephoretum SOÓ 1935		natural grassland	extensive grazing	R1BA22	2330	Donita et al. 2005 p. 363 (also: Bauer 2006 tab. 4 p. 20)	10
3176	Festucetum beckeri POPESCU et SANDA (1976) 1997		natural grassland	extensive grazing	R1BB		Donita et al. 2005 p. 363	2
3177	Heliotropio curassavicae-Petunietum parviflorae DIHORU et NEGREAN 1975 emend. POPESCU et SANDA 2001	Artemisio annuae‐Heliotropietum curassavicaeDihoru et Negrean 1975	natural grassland	extensive grazing	R211		Donita et al. 2005 p. 371 (also:  Sanda et al. 2008 p.316)	4
3200	Crepido-Juncetum subnudolosi TÜXEN 1937	Juncus subnodulosus-Ass.	semi-natural grassland	Mowing twice, subsequent grazing	Q433	7230	Tüxen (1937) p. 77 (also Passarge (1964) Table 60a-b; Oberdorfer 1998 Vol I, Table 38/7; Soó 1964b p. 161; Böcker 1978 Tab. 16 p. 92; Schubert 2001 p. 361)	68
3201	Eleocharitetum pauciflorae LÜDI 1921	Eleocharitetum quinqueflorae Lüdi 1921 nom. mutat. propos.	semi-natural pasture	extensive mowing 	Q433	7230	Braun 1970 p. 118 (also: Berg et al. 2004 Text  p. 187 et Table 12.2.4.2; Chytry et al. 2011 tab. 14/6 p. 642+639; Bergmeier et Papaioannou 2008 Tab. 1/20 p. 294)	17
3261	Diantho superbi-Molinietum coeruleae PASSARGE 1955	included in Molinietum caeruleae W. Koch 1926	semi-natural grassland	Mowing twice, subsequent grazing	Q412	6410	Passarge (1964) Table 61c-i (also: Klemm 1970 Tab. 29 p. 19; Böcker 1978 Tab. 15)	116
3262	Stachyo officinalis-Molinietum coeruleae typicum W. KOCH 1926	included in Molinietum caeruleae W. Koch 1926	semi-natural grassland	Mowing twice, subsequent grazing	Q412	6410	Passarge (1964) Table 61a-b (also Soó 1964b p. 163)	20
