GesID	SoilRef_ID	Legend_engl
2619	541	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2619	2000920	Haplic Calcisols
2619	2001420	Calcaric Phaeozems
2619	2020518	Calcaric Phaeozems from Calcareous Alluvial Sands
2620	258	Spodo-Stagnic Cambisols / Stagnic Podzoluvisols from loamy to sandy deposits overlying boulder clay
2620	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2620	473	Luvic Chernozems / Haplic Luvisols from boulder clay or glacial-lake sediments
2620	478	Stagnic Gleysols from boulder clay with a loamy to sandy cover
2620	493	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2620	2000114	Dystric Cambisols from GNEISS
2620	2010723	 Ferralic Cambisol
2620	2020118	Gleyic Luvisols from EOLIAN LOAMS
2621	74	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2621	148	Dystric Regosols from dry dystrophic sand deposits
2621	524	Dystric Regosols from dry dystrophic sand deposits
2621	540	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2621	2000209	Dystric Cambisols from Micaschist
2621	2010723	 Ferralic Cambisol
2622	74	Haplic Podzols / Cambic Podzols / Gleyic Podzols from sandy fluviatile sediments
2622	148	Dystric Regosols from dry dystrophic sand deposits
2622	524	Dystric Regosols from dry dystrophic sand deposits
2622	2000209	Dystric Cambisols from Micaschist
2622	2010723	 Ferralic Cambisol
2623	397	Cambic and Haplic Podzols from sandstone and quartzite with low base status
2623	2000114	Dystric Cambisols from GNEISS
2623	2001314	Dystric Cambisols from Clay Loam
2623	2020718	Dystric Leptosols
2624	279	Calcaric Regosols from loess alternating with Rendzic Leptosols from marlstone and limestone
2624	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2624	331	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2624	2000714	Rendzic Leptosols from Pure Limestone
2624	2001514	Chromic Cambisols from Pure Limestone
2624	2080304	Luvic Calcisols from CARBONATE ROCKS
2625	342	Eutric Cambisols from basic and intermediate igneous rocks
2625	2000714	Rendzic Leptosols from Pure Limestone
2625	2001514	Chromic Cambisols from Pure Limestone
2626	342	Eutric Cambisols from basic and intermediate igneous rocks
2626	347	Andic cambisols from tuffs rich in bases
2626	2000121	 Eutric Leptosol from Rhyolite
2626	2000714	Rendzic Leptosols from Pure Limestone
2626	2001514	Chromic Cambisols from Pure Limestone
2626	2010623	Chromic Cambisols
2626	2020218	Eutric Cambisols from Andesite
2626	2020418	Eutric Cambisols from Andesite
2627	347	Andic cambisols from tuffs rich in bases
2627	2000121	 Eutric Leptosol from Rhyolite
2627	2000714	Rendzic Leptosols from Pure Limestone
2627	2001514	Chromic Cambisols from Pure Limestone
2627	2010623	Chromic Cambisols
2627	2020218	Eutric Cambisols from Andesite
2627	2020418	Eutric Cambisols from Andesite
2628	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2628	2000121	 Eutric Leptosol from Rhyolite
2628	2000714	Rendzic Leptosols from Pure Limestone
2628	2001514	Chromic Cambisols from Pure Limestone
2628	2010623	Chromic Cambisols
2628	2020218	Eutric Cambisols from Andesite
2628	2020418	Eutric Cambisols from Andesite
2629	342	Eutric Cambisols from basic and intermediate igneous rocks
2629	2001721	Haplic Luvisols from Clay Loam
2629	2010623	Chromic Cambisols
2629	2020418	Eutric Cambisols from Andesite
2630	342	Eutric Cambisols from basic and intermediate igneous rocks
2630	2001721	Haplic Luvisols from Clay Loam
2630	2010623	Chromic Cambisols
2630	2020418	Eutric Cambisols from Andesite
2631	289	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2631	347	Andic cambisols from tuffs rich in bases
2631	2000320	Rendzic Leptosols
2631	2001620	Eutric Cambisols
2632	347	Andic cambisols from tuffs rich in bases
2632	2000221	 Eutric Leptosol from Rhyolite
2632	2001421	Eutric Cambisols from Clay Loam
2632	2010623	Chromic Cambisols
2633	108	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2633	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2633	347	Andic cambisols from tuffs rich in bases
2633	2000914	Eutric Cambisols from Flysch
2633	2001114	Eutric Cambisols from Sandstones
2633	2003901	Calcic Luvisols from Pure Limestone
2633	2009401	 Calcaric Cambisol from Clay-with-flints
2633	2009501	 Calcaric Cambisol from Clay-with-flints
2633	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2634	347	Andic cambisols from tuffs rich in bases
2634	2000914	Eutric Cambisols from Flysch
2634	2001305	Haplic Acrisols
2634	2001514	Chromic Cambisols from Pure Limestone
2634	2001620	Eutric Cambisols
2635	108	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2635	235	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2635	347	Andic cambisols from tuffs rich in bases
2635	2000320	Rendzic Leptosols
2635	2001114	Eutric Cambisols from Sandstones
2635	2001620	Eutric Cambisols
2635	2010623	Chromic Cambisols
2636	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2636	2010723	 Ferralic Cambisol
2637	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2637	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2637	358	Dystric Cambisols / Stagnic Gleysols from weathered metamorphic rocks, sand-stone, quartzite, and acid to intermediate igneous rocks
2637	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2637	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2637	2002601	Haplic Luvisols from Clayey Sandstone
2637	2010223	Dystric Planosols
2638	270	Cambic Podzols / Spodic Arenosols from dry dystrophic sand deposits
2638	352	"	Dystric Cambisols from acid igneous and metamorphic rocks"
2638	358	Dystric Cambisols / Stagnic Gleysols from weathered metamorphic rocks, sand-stone, quartzite, and acid to intermediate igneous rocks
2638	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2638	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2638	2000114	Dystric Cambisols from GNEISS
2638	2010223	Dystric Planosols
2640	373	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2640	385	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2640	601	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2640	2160504	Dystric Cambisols from VOLCANIC ROCKS
2641	540	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2641	544	Stagnic Gleysols from loess or loessic loam overlying various rocks
2641	601	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2641	654	Eutric Cambisols / Haplic Luvisols / Calcaric Regosols from calcareous loamy to sandy till
2641	2000205	Haplic Luvisols
2641	2000209	Dystric Cambisols from Micaschist
2642	540	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2642	544	Stagnic Gleysols from loess or loessic loam overlying various rocks
2642	2000205	Haplic Luvisols
2642	2000209	Dystric Cambisols from Micaschist
2643	540	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2643	544	Stagnic Gleysols from loess or loessic loam overlying various rocks
2643	2000209	Dystric Cambisols from Micaschist
2643	2000309	Haplic Alisols from Micaschist
2644	205	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2644	209	Gleyic Chernozems from calcareous clayey and silty sediments in the river valleys of the chernozem area
2644	2000120	Mollic Gleysols
2644	2217124	Calcaric Fluvisols
2645	574	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2645	2000121	 Eutric Leptosol from Rhyolite
2645	2000714	Rendzic Leptosols from Pure Limestone
2645	2020418	Eutric Cambisols from Andesite
2645	2217124	Calcaric Fluvisols
2646	64	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2646	107	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2646	154	Haplic Luvisols / Eutric Podzoluvisols / Stagnic Gleysols from loess or loessic loam overlying various rocks
2646	2000701	Dystric Cambisols from Stony Loam
2646	2000801	Haplic Luvisols from Loess
2646	2002401	Petric Calcisols from Stony Loam
2647	574	Vertic Cambisols / Stagnic Gleysols from marlstone and claystone weathering
2647	580	Eutric Cambisols from basic and intermediate igneous rocks
2647	2000714	Rendzic Leptosols from Pure Limestone
2647	2001421	Eutric Cambisols from Clay Loam
2647	2001621	Haplic Luvisols from ALLUVIAL AND GLACIOFLUVIAL CLAYS
2647	2001721	Haplic Luvisols from Clay Loam
2647	2217124	Calcaric Fluvisols
2648	38	Fluvisols / Gleysols from loamy to clayey fluviatile sediments
2648	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2648	195	Eutric Histosols
2648	2010123	Eutric Gleysols
2649	22	Eutric Histosols
2649	58	Gleysols from sandy sediments of the ice-marginal valleys and lowlands
2649	2010123	Eutric Gleysols
2650	64	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2650	107	Calcaric and Umbric Regosols / Luvic Arenosols from sandy to loamy end moraine deposits (alternating patches)
2650	223	Calcaric Regosols / Calcaric Fluvisols from calcareous sandy to loamy sediments of river terraces
2650	233	Haplic Luvisols from loess-covered loamy to sandy river-terrace deposits
2650	287	Phaeozemic Luvisols / Luvic Phaeozems from loess or loessic loam
2650	2000705	Calcaric Phaeozems
2650	2001305	Haplic Acrisols
2650	2001421	Eutric Cambisols from Clay Loam
2650	2001621	Haplic Luvisols from ALLUVIAL AND GLACIOFLUVIAL CLAYS
2650	2217124	Calcaric Fluvisols
2651	580	Eutric Cambisols from basic and intermediate igneous rocks
2651	2020418	Eutric Cambisols from Andesite
2652	347	Andic cambisols from tuffs rich in bases
2652	2000320	Rendzic Leptosols
2652	2000914	Eutric Cambisols from Flysch
2652	2001514	Chromic Cambisols from Pure Limestone
2653	347	Andic cambisols from tuffs rich in bases
2653	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2653	2000320	Rendzic Leptosols
2653	2000914	Eutric Cambisols from Flysch
2653	2001514	Chromic Cambisols from Pure Limestone
2653	2060604	Eutric Cambisols from VOLCANIC ROCKS
2654	347	Andic cambisols from tuffs rich in bases
2654	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2654	2001114	Eutric Cambisols from Sandstones
2654	2001620	Eutric Cambisols
2654	2091604	Dystric Cambisols from NON-CONSOLIDATED CLAYEY MATERIALS
2656	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2656	2000221	 Eutric Leptosol from Rhyolite
2656	2000320	Rendzic Leptosols
2656	2000914	Eutric Cambisols from Flysch
2656	2001514	Chromic Cambisols from Pure Limestone
2657	347	Andic cambisols from tuffs rich in bases
2657	2000320	Rendzic Leptosols
2657	2000914	Eutric Cambisols from Flysch
2657	2001321	 Eutric Leptosol from Phyllite
2657	2001514	Chromic Cambisols from Pure Limestone
2659	184	Dystric Cambisols from quartzitic sandstones and conglomerates with low base status
2659	273	Haplic Podzols / Dystric Regosols from dry dystrophic sand deposits
2659	391	Dystric Cambisols from loess-bearing sediments overlying sandstone and quartzite
2659	601	Spodic Cambisols from hard argillaceous and silty slates with greywacke, sandstone, quartzite, and phyllite
2659	2000114	Dystric Cambisols from GNEISS
2659	2001314	Dystric Cambisols from Clay Loam
2659	2001320	Haplic Acrisols
2660	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2660	347	Andic cambisols from tuffs rich in bases
2660	2000121	 Eutric Leptosol from Rhyolite
2660	2000920	Haplic Calcisols
2660	2001105	Haplic Luvisols
2660	2001420	Calcaric Phaeozems
2660	2001605	Eutric Cambisols
2660	2001805	Eutric Cambisols
2661	347	Andic cambisols from tuffs rich in bases
2661	2000121	 Eutric Leptosol from Rhyolite
2661	2000920	Haplic Calcisols
2661	2001105	Haplic Luvisols
2661	2001420	Calcaric Phaeozems
2664	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2664	347	Andic cambisols from tuffs rich in bases
2664	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2664	2000714	Rendzic Leptosols from Pure Limestone
2664	2000920	Haplic Calcisols
2664	2001120	Rendzic Leptosols
2664	2001814	Rendzic Leptosols from Pure Limestone
2665	666	Soils of different altitudes of the alps from limestone and dolomite (e.g. Rendzic Leptosols / Calcaric Cambisols), and non-calcareous silicate rocks (e.g. Umbric Leptosols / Spodic Cambisols / Stagnic Gleysols)
2665	672	Lithic Leptosols of the higher altitude zones of the alps
2665	2000221	 Eutric Leptosol from Rhyolite
2665	2000920	Haplic Calcisols
2665	2001321	 Eutric Leptosol from Phyllite
2665	2001814	Rendzic Leptosols from Pure Limestone
2666	347	Andic cambisols from tuffs rich in bases
2666	530	Haplic Chernozems / Eutric Cambisols from loess alternating with Rendzic Leptosols from marlstone and limestone
2666	2000614	Dystric Cambisols from Micaschist
2666	2000920	Haplic Calcisols
2666	2001421	Eutric Cambisols from Clay Loam
2667	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2667	347	Andic cambisols from tuffs rich in bases
2667	2001321	 Eutric Leptosol from Phyllite
2667	2002211	Luvic Calcisols from CARBONATE ROCKS
2667	2007101	Humic Cambisols from Granodiorite
2669	325	Eutric and Chromic Cambisols from redeposited material derived from lime-stone, marlstone and dolomite weathering and Rendzic Leptosols from limestone
2669	347	Andic cambisols from tuffs rich in bases
